nome_municipio,sigla_uf,nome_regiao,taxa_prevista,meta,total_alunos,taxa_prevista_pct,gap_meta,em_risco
São Félix do Tocantins,TO,Norte,0.4591051,80.0,3,45.91051,-34.0894889831543,True
Severiano Melo,RN,Nordeste,0.4023107,72.95,6,40.23107,-32.718928527832034,True
Dom Pedro de Alcântara,RS,Sul,0.48861632,80.0,1,48.861633,-31.13836669921875,True
Sucupira,TO,Norte,0.49176067,77.95,2,49.176067,-28.77393264770508,True
Junco do Maranhão,MA,Nordeste,0.51414585,80.0,9,51.414585,-28.58541488647461,True
Malhada de Pedras,BA,Nordeste,0.43550885,71.89,12,43.550884,-28.33911575317383,True
São Vicente,RN,Nordeste,0.37789515,65.76,6,37.789516,-27.970483551025396,True
Mariano Moro,RS,Sul,0.5235231,80.0,1,52.35231,-27.647689819335938,True
Mortugaba,BA,Nordeste,0.43352807,70.74,15,43.352806,-27.3871939086914,True
Picada Café,RS,Sul,0.53120494,80.0,2,53.120495,-26.879505157470703,True
Monte do Carmo,TO,Norte,0.4491048,71.56,7,44.910477,-26.64952331542969,True
Itaporã do Tocantins,TO,Norte,0.40114602,66.76,8,40.1146,-26.6453988647461,True
Bacuri,MA,Nordeste,0.4352344,69.66,14,43.52344,-26.13655868530273,True
Tanhaçu,BA,Nordeste,0.36487958,62.260000000000005,13,36.487957,-25.772042999267583,True
São Gonçalo do Amarante,RN,Nordeste,0.3123091,56.91,85,31.23091,-25.679090652465817,True
Santo Antônio,RN,Nordeste,0.43312344,68.69,19,43.312344,-25.37765640258789,True
Igrejinha,RS,Sul,0.5462602,80.0,30,54.62602,-25.373981475830078,True
Carnaúba dos Dantas,RN,Nordeste,0.4254038,67.88,9,42.54038,-25.339621429443355,True
São José das Missões,RS,Sul,0.5430308,78.67,2,54.30308,-24.36691848754883,True
Mundo Novo,MS,Centro-Oeste,0.5592544,80.0,24,55.92544,-24.07455825805664,True
São Marcos,RS,Sul,0.5594379,80.0,20,55.943787,-24.05621337890625,True
Gado Bravo,PB,Nordeste,0.54820496,78.52,7,54.820496,-23.699504394531246,True
Vereda,BA,Nordeste,0.46163708,69.8,4,46.163708,-23.6362922668457,True
Roca Sales,RS,Sul,0.5270206,76.28,8,52.702057,-23.577943115234376,True
Fazenda Vilanova,RS,Sul,0.5654197,80.0,2,56.54197,-23.458030700683594,True
Arroio do Padre,RS,Sul,0.56579447,80.0,3,56.579445,-23.420555114746094,True
Lajeado,RS,Sul,0.5227866,75.49,77,52.278664,-23.21133636474609,True
São Valentim,RS,Sul,0.56932026,80.0,3,56.932026,-23.067974090576172,True
Porto do Mangue,RN,Nordeste,0.38935965,61.94,7,38.935966,-23.00403350830078,True
Lavandeira,TO,Norte,0.47961837,70.95,1,47.961838,-22.988162231445315,True
Logradouro,PB,Nordeste,0.5703049,80.0,3,57.030487,-22.969512939453125,True
Anapurus,MA,Nordeste,0.5720079,80.0,8,57.20079,-22.799209594726562,True
Formoso do Araguaia,TO,Norte,0.43843693,66.36,20,43.843693,-22.516307220458984,True
Arroio do Meio,RS,Sul,0.57549584,80.0,20,57.549583,-22.450416564941406,True
Coronel Bicaco,RS,Sul,0.5691491,79.32,5,56.91491,-22.405090637207024,True
Lajedão,BA,Nordeste,0.3978523,61.97,3,39.78523,-22.184771270751952,True
Farroupilha,RS,Sul,0.5782642,80.0,84,57.826416,-22.173583984375,True
São Sepé,RS,Sul,0.57830894,80.0,15,57.830894,-22.169105529785156,True
Dom Macedo Costa,BA,Nordeste,0.57897174,80.0,6,57.897175,-22.102825164794922,True
São Borja,RS,Sul,0.45705405,67.78,42,45.705406,-22.074593811035157,True
São José da Lagoa Tapada,PB,Nordeste,0.5792721,80.0,10,57.927208,-22.072792053222656,True
Presidente Kennedy,TO,Norte,0.49068573,71.14,1,49.068573,-22.071427001953126,True
Pindaí,BA,Nordeste,0.5048789,72.46,10,50.48789,-21.972111663818353,True
Novo Aripuanã,AM,Norte,0.5825321,80.0,19,58.253212,-21.746788024902344,True
Alegria,RS,Sul,0.5825327,80.0,3,58.25327,-21.74673080444336,True
Pojuca,BA,Nordeste,0.42072406,63.760000000000005,26,42.072407,-21.687593231201177,True
Araricá,RS,Sul,0.548716,76.34,6,54.8716,-21.468398895263675,True
Ipupiara,BA,Nordeste,0.4747301,68.9,12,47.47301,-21.426988983154303,True
Ciríaco,RS,Sul,0.5857773,80.0,5,58.57773,-21.422271728515625,True
Ibiraiaras,RS,Sul,0.57282203,78.69,5,57.282204,-21.40779632568359,True
Santa Quitéria do Maranhão,MA,Nordeste,0.58684087,80.0,17,58.684086,-21.315914154052734,True
Erval Grande,RS,Sul,0.587081,80.0,6,58.708103,-21.29189682006836,True
Giruá,RS,Sul,0.5559884,76.85,10,55.59884,-21.25116119384765,True
Mutuípe,BA,Nordeste,0.40839082,61.96000000000001,15,40.83908,-21.120919189453133,True
Harmonia,RS,Sul,0.588834,80.0,6,58.8834,-21.116600036621094,True
Sapeaçu,BA,Nordeste,0.39609438,60.67999999999999,10,39.60944,-21.070560150146477,True
Alto Feliz,RS,Sul,0.5276978,73.84,4,52.76978,-21.070220794677738,True
Canela,RS,Sul,0.5797646,78.86999999999999,58,57.97646,-20.893540496826162,True
Licínio de Almeida,BA,Nordeste,0.5488512,75.76,12,54.88512,-20.874879608154302,True
Salto do Jacuí,RS,Sul,0.59149426,80.0,7,59.149426,-20.850574493408203,True
Beneditinos,PI,Nordeste,0.571149,77.94,13,57.1149,-20.825101318359373,True
Trindade do Sul,RS,Sul,0.59283644,80.0,5,59.283646,-20.716354370117188,True
Travesseiro,RS,Sul,0.59288794,80.0,2,59.288795,-20.711204528808594,True
Campo Bom,RS,Sul,0.570198,77.73,66,57.0198,-20.71020172119141,True
Belo Monte,AL,Nordeste,0.5939765,80.0,7,59.39765,-20.60234832763672,True
Nova Viçosa,BA,Nordeste,0.39703,60.29,51,39.703,-20.587000885009765,True
Redentora,RS,Sul,0.59461623,80.0,6,59.461624,-20.538375854492188,True
Ibirapuã,BA,Nordeste,0.43229467,63.71,11,43.229465,-20.48053451538086,True
Santa Cecília,SC,Sul,0.4812722,68.59,34,48.12722,-20.46277984619141,True
Igaporã,BA,Nordeste,0.4053063,60.96,14,40.530632,-20.429367980957032,True
Pitimbu,PB,Nordeste,0.5627124,76.57000000000001,17,56.271236,-20.298763580322273,True
Conceição do Almeida,BA,Nordeste,0.3788469,58.18,5,37.884693,-20.295306854248047,True
Urandi,BA,Nordeste,0.42385408,62.67999999999999,13,42.385406,-20.294593505859368,True
Conceição,PB,Nordeste,0.57921207,78.15,20,57.921207,-20.22879257202149,True
São Lourenço do Sul,RS,Sul,0.59026825,79.22,32,59.026825,-20.193175048828124,True
Tanque Novo,BA,Nordeste,0.46015558,66.17,17,46.015556,-20.154443664550783,True
Jacaraci,BA,Nordeste,0.4627914,66.43,12,46.27914,-20.150859527587897,True
Barrolândia,TO,Norte,0.42708412,62.85,7,42.708412,-20.141587829589845,True
Japurá,AM,Norte,0.57580626,77.7,8,57.580627,-20.119372558593753,True
Sapucaia,PA,Norte,0.59796005,79.9,13,59.796005,-20.103994750976568,True
Nova Prata,RS,Sul,0.5887419,78.96,23,58.87419,-20.085808715820306,True
Parnarama,MA,Nordeste,0.5991431,80.0,28,59.91431,-20.085689544677734,True
Pilões,RN,Nordeste,0.47162923,67.21,3,47.16292,-20.047078094482416,True
Encantado,RS,Sul,0.6010314,80.0,19,60.10314,-19.89685821533203,True
Matões,MA,Nordeste,0.536747,73.54,34,53.674698,-19.865302124023444,True
Pilõezinhos,PB,Nordeste,0.60158396,80.0,9,60.158394,-19.84160614013672,True
Solânea,PB,Nordeste,0.5893355,78.77,26,58.93355,-19.836448211669918,True
Ituaçu,BA,Nordeste,0.4144696,61.25,26,41.44696,-19.80303955078125,True
Ibateguara,AL,Nordeste,0.6020312,80.0,6,60.203117,-19.79688262939453,True
Esmeralda,RS,Sul,0.60203344,80.0,3,60.203342,-19.79665756225586,True
Nova Bassano,RS,Sul,0.5843276,78.22,5,58.43276,-19.78724166870117,True
Silveira Martins,RS,Sul,0.49052843,68.83,3,49.052845,-19.777154998779295,True
Ijuí,RS,Sul,0.57245725,77.0,66,57.245724,-19.754276275634766,True
São Vicente do Sul,RS,Sul,0.5798781,77.73,9,57.98781,-19.74219177246094,True
Westfalia,RS,Sul,0.6040796,80.0,2,60.40796,-19.592041015625,True
Ivoti,RS,Sul,0.5820118,77.79,13,58.201183,-19.58881668090821,True
Primeira Cruz,MA,Nordeste,0.5663892,76.22,12,56.63892,-19.581080169677733,True
Lajedo do Tabocal,BA,Nordeste,0.3968267,59.2,8,39.68267,-19.517329406738284,True
Santo Antônio do Palma,RS,Sul,0.54086995,73.44,1,54.086994,-19.35300582885742,True
Canguçu,RS,Sul,0.60405725,79.74,35,60.405724,-19.33427642822265,True
Nova Petrópolis,RS,Sul,0.60704625,80.0,20,60.704624,-19.29537582397461,True
Bento Gonçalves,RS,Sul,0.58476156,77.77,94,58.476154,-19.293845672607418,True
Passo do Sobrado,RS,Sul,0.6081734,80.0,5,60.817337,-19.182662963867188,True
Três de Maio,RS,Sul,0.59999776,79.17,21,59.999775,-19.170225067138674,True
Maetinga,BA,Nordeste,0.44970852,64.12,5,44.97085,-19.149148101806645,True
Nova Palma,RS,Sul,0.60866994,80.0,4,60.866993,-19.133007049560547,True
São José do Piauí,PI,Nordeste,0.60892785,80.0,6,60.892784,-19.107215881347656,True
Serafina Corrêa,RS,Sul,0.6089655,80.0,22,60.896553,-19.10344696044922,True
São Luiz Gonzaga,RS,Sul,0.6100398,80.0,24,61.00398,-18.996021270751953,True
Brumado,BA,Nordeste,0.38736677,57.7,53,38.73668,-18.963320922851565,True
Mataraca,PB,Nordeste,0.61105365,80.0,14,61.105366,-18.894634246826172,True
Pantano Grande,RS,Sul,0.5479666,73.69,13,54.79666,-18.893338623046873,True
Combinado,TO,Norte,0.46174133,65.04,4,46.174133,-18.865866699218756,True
Serrinha,RN,Nordeste,0.41356134,60.14,5,41.356133,-18.783867492675782,True
Itajá,RN,Nordeste,0.4200376,60.78,9,42.00376,-18.776238708496095,True
São Félix do Coribe,BA,Nordeste,0.40273824,59.04999999999999,16,40.273823,-18.776177215576162,True
Cravolândia,BA,Nordeste,0.4238081,61.09,4,42.38081,-18.709190216064457,True
Poço das Antas,RS,Sul,0.6132374,80.0,3,61.32374,-18.67626190185547,True
Pirapemas,MA,Nordeste,0.6137854,80.0,9,61.37854,-18.6214599609375,True
Montanhas,RN,Nordeste,0.43684372,62.21999999999999,12,43.684372,-18.535628051757804,True
Estância Velha,RS,Sul,0.5078406,69.31,46,50.784058,-18.525942382812502,True
Mirante,BA,Nordeste,0.3824482,56.77,7,38.24482,-18.525180358886722,True
Campestre da Serra,RS,Sul,0.61546254,80.0,3,61.546253,-18.453746795654297,True
Três Palmeiras,RS,Sul,0.6158842,80.0,8,61.588417,-18.411582946777344,True
Santana do Seridó,RN,Nordeste,0.38523746,56.91,4,38.523746,-18.38625350952148,True
Governador Dix-Sept Rosado,RN,Nordeste,0.43135548,61.52,8,43.135548,-18.38445236206055,True
São Jerônimo,RS,Sul,0.61644095,80.0,19,61.644096,-18.35590362548828,True
Siriri,SE,Nordeste,0.34166288,52.42999999999999,9,34.16629,-18.263709716796868,True
Mato Leitão,RS,Sul,0.61745566,80.0,6,61.745567,-18.254432678222656,True
Caculé,BA,Nordeste,0.38271013,56.48,17,38.27101,-18.208988647460934,True
Casca,RS,Sul,0.61794025,80.0,8,61.794025,-18.205974578857422,True
Feira da Mata,BA,Nordeste,0.4157582,59.76,10,41.57582,-18.184179077148436,True
Gavião,BA,Nordeste,0.45530555,63.7,3,45.530556,-18.169444274902347,True
Venâncio Aires,RS,Sul,0.6027879,78.41,51,60.27879,-18.131210479736325,True
Satubinha,MA,Nordeste,0.61912274,80.0,8,61.912273,-18.087726593017578,True
São Martinho,RS,Sul,0.61958563,80.0,7,61.958565,-18.04143524169922,True
Medeiros Neto,BA,Nordeste,0.3814091,56.17,21,38.14091,-18.02908889770508,True
Constantina,RS,Sul,0.6199099,80.0,9,61.99099,-18.009010314941406,True
Itapororoca,PB,Nordeste,0.5515677,73.05,14,55.15677,-17.893231201171872,True
Condor,RS,Sul,0.62117517,80.0,13,62.117516,-17.882484436035156,True
Viçosa,RN,Nordeste,0.44554213,62.42,4,44.554214,-17.86578552246094,True
Cerro Corá,RN,Nordeste,0.458015,63.660000000000004,12,45.8015,-17.858501586914066,True
Nova Esperança do Sul,RS,Sul,0.62178653,80.0,8,62.178654,-17.821346282958984,True
Flores da Cunha,RS,Sul,0.6133221,79.15,23,61.332207,-17.817793273925787,True
Nova Araçá,RS,Sul,0.62200695,80.0,6,62.200695,-17.799304962158203,True
Piripá,BA,Nordeste,0.4910209,66.84,7,49.10209,-17.737911071777347,True
Planalto,RS,Sul,0.5592839,73.65,8,55.92839,-17.721609497070318,True
Manoel Emídio,PI,Nordeste,0.62317044,80.0,3,62.317043,-17.68295669555664,True
Ruy Barbosa,RN,Nordeste,0.44167054,61.84,3,44.167053,-17.672946777343753,True
São Sebastião do Passé,BA,Nordeste,0.37319213,54.88999999999999,17,37.319214,-17.570786132812493,True
Extremoz,RN,Nordeste,0.35692942,53.23,57,35.692944,-17.53705642700195,True
Santiago,RS,Sul,0.56428343,73.95,43,56.428345,-17.521655273437503,True
Itamari,BA,Nordeste,0.45527694,63.04,8,45.527695,-17.51230529785156,True
Timbaúba,PE,Nordeste,0.57538044,75.02,34,57.538044,-17.481956024169918,True
Cocalinho,MT,Centro-Oeste,0.6145077,78.9,8,61.450768,-17.449232482910162,True
Humaitá,RS,Sul,0.62597126,80.0,3,62.597126,-17.402873992919922,True
Serrinha dos Pintos,RN,Nordeste,0.4379867,61.18,5,43.79867,-17.38132827758789,True
Governador Nunes Freire,MA,Nordeste,0.59433293,76.8,27,59.433292,-17.36670761108398,True
Alto Longá,PI,Nordeste,0.6264069,80.0,9,62.64069,-17.359310150146484,True
Morros,MA,Nordeste,0.6265791,80.0,17,62.65791,-17.342090606689453,True
Cristópolis,BA,Nordeste,0.32917377,50.23,17,32.917377,-17.31262252807617,True
Jaquirana,RS,Sul,0.5309111,70.35,2,53.09111,-17.258889770507807,True
Garibaldi,RS,Sul,0.58026326,75.26,23,58.026325,-17.233674774169927,True
Paripiranga,BA,Nordeste,0.39283752,56.5,14,39.283752,-17.21624755859375,True
Itabaianinha,SE,Nordeste,0.45322937,62.52,39,45.322937,-17.197062988281253,True
Zabelê,PB,Nordeste,0.62810105,80.0,3,62.810104,-17.189895629882812,True
Itororó,BA,Nordeste,0.3558035,52.71999999999999,11,35.58035,-17.139651031494132,True
Rio Tinto,PB,Nordeste,0.6106451,78.16,19,61.06451,-17.095489654541012,True
São Bento,MA,Nordeste,0.6294921,80.0,20,62.94921,-17.05078887939453,True
Caibaté,RS,Sul,0.6295242,80.0,3,62.952415,-17.047584533691406,True
Putinga,RS,Sul,0.62959707,80.0,4,62.959705,-17.040294647216797,True
Areia Branca,RN,Nordeste,0.39830837,56.82,25,39.830837,-16.98916275024414,True
Dois Irmãos,RS,Sul,0.6173265,78.67999999999999,30,61.73265,-16.947349243164055,True
Brejões,BA,Nordeste,0.40981618,57.86,8,40.981617,-16.878383026123046,True
Novo Tiradentes,RS,Sul,0.55918014,72.78,1,55.918015,-16.861985473632814,True
Morrinhos do Sul,RS,Sul,0.63138634,80.0,5,63.138634,-16.861366271972656,True
Nova Ubiratã,MT,Centro-Oeste,0.57437724,74.28,14,57.437725,-16.84227493286133,True
Sobradinho,RS,Sul,0.6317175,80.0,8,63.17175,-16.828250885009766,True
Ronda Alta,RS,Sul,0.59212077,76.01,8,59.21208,-16.797921905517583,True
Coqueiros do Sul,RS,Sul,0.6321745,80.0,2,63.21745,-16.782550811767578,True
Cacimba de Dentro,PB,Nordeste,0.62780243,79.56,17,62.780243,-16.779757080078127,True
Sebastião Leal,PI,Nordeste,0.632517,80.0,5,63.251698,-16.748302459716797,True
Bom Jesus dos Perdões,SP,Sudeste,0.5475651,71.48,20,54.75651,-16.723488311767582,True
Sentinela do Sul,RS,Sul,0.58055663,74.77,6,58.055664,-16.714335937499996,True
Cubati,PB,Nordeste,0.56410396,73.11,10,56.410397,-16.699603424072265,True
Várzea do Poço,BA,Nordeste,0.33810225,50.5,5,33.810226,-16.689773559570312,True
Aral Moreira,MS,Centro-Oeste,0.5816918,74.85,15,58.16918,-16.680818176269526,True
Aratiba,RS,Sul,0.6336987,80.0,4,63.36987,-16.630130767822266,True
Costa Marques,RO,Norte,0.63438386,80.0,28,63.438385,-16.561614990234375,True
Osório,RS,Sul,0.53249985,69.76,45,53.249985,-16.510015258789068,True
Capela de Santana,RS,Sul,0.5314291,69.65,6,53.14291,-16.507089996337896,True
Itapuã do Oeste,RO,Norte,0.63530403,80.0,11,63.530403,-16.46959686279297,True
Santo Antônio das Missões,RS,Sul,0.58021486,74.48,8,58.021484,-16.458515625000004,True
São João da Canabrava,PI,Nordeste,0.6355462,80.0,4,63.55462,-16.44538116455078,True
Maragogipe,BA,Nordeste,0.3629536,52.74,19,36.29536,-16.444639434814455,True
São José do Inhacorá,RS,Sul,0.6357076,80.0,2,63.570763,-16.429237365722656,True
Santo Antônio da Patrulha,RS,Sul,0.6129971,77.72,30,61.299713,-16.420286865234374,True
Ipê,RS,Sul,0.6359495,80.0,5,63.594948,-16.405052185058594,True
Palmitinho,RS,Sul,0.63597506,80.0,7,63.597507,-16.40249252319336,True
São Pedro do Sul,RS,Sul,0.6118697,77.57,10,61.18697,-16.383030242919915,True
Santa Clara do Sul,RS,Sul,0.6364044,80.0,8,63.640438,-16.359561920166016,True
Crisópolis,BA,Nordeste,0.3885006,55.20000000000001,15,38.85006,-16.349940490722666,True
Medicilândia,PA,Norte,0.3775421,54.08,32,37.75421,-16.32578857421875,True
Minas do Leão,RS,Sul,0.58023983,74.31,12,58.023983,-16.286016998291018,True
Ibitiara,BA,Nordeste,0.4886444,65.11,6,48.86444,-16.24555908203125,True
Primavera de Rondônia,RO,Norte,0.6378958,80.0,6,63.78958,-16.210418701171875,True
Altamira do Maranhão,MA,Nordeste,0.6379787,80.0,5,63.797867,-16.202133178710938,True
Lindolfo Collor,RS,Sul,0.5335825,69.56,9,53.35825,-16.20175033569336,True
Rio de Contas,BA,Nordeste,0.39160353,55.31,15,39.160355,-16.14964538574219,True
Wanderley,BA,Nordeste,0.42181304,58.33,13,42.181305,-16.148695068359373,True
Rio do Antônio,BA,Nordeste,0.49276856,65.42,7,49.276855,-16.14314453125,True
Jandaíra,BA,Nordeste,0.39235032,55.37,11,39.23503,-16.13496887207031,True
Coronel Sapucaia,MS,Centro-Oeste,0.63010114,79.13,34,63.010113,-16.119887237548824,True
Rio Real,BA,Nordeste,0.31033286,47.13,32,31.033287,-16.09671295166016,True
Água Branca,PI,Nordeste,0.6391779,80.0,23,63.917793,-16.08220672607422,True
Macarani,BA,Nordeste,0.3810834,54.13,22,38.10834,-16.021658782958987,True
Ibiassucê,BA,Nordeste,0.51442176,67.46,10,51.442177,-16.017823181152337,True
Santa Rosa,RS,Sul,0.57679397,73.6,71,57.679398,-15.920602416992182,True
Salgado de São Félix,PB,Nordeste,0.6409111,80.0,4,64.09111,-15.908889770507812,True
Caxias do Sul,RS,Sul,0.5505754,70.89,410,55.057537,-15.832462921142579,True
São Miguel das Missões,RS,Sul,0.61039937,76.86,9,61.039936,-15.820063934326171,True
Sananduva,RS,Sul,0.5946872,75.28,18,59.468723,-15.81127670288086,True
Mogeiro,PB,Nordeste,0.58469975,74.26,11,58.469975,-15.79002548217774,True
Pilar,PB,Nordeste,0.5865374,74.43,13,58.653744,-15.776256256103522,True
Juripiranga,PB,Nordeste,0.3951631,55.28,11,39.516308,-15.763692169189454,True
Serraria,PB,Nordeste,0.6423909,80.0,4,64.23909,-15.760910034179688,True
Sarandi,RS,Sul,0.570741,72.81,27,57.0741,-15.735899505615237,True
Iguaí,BA,Nordeste,0.3882941,54.55,12,38.82941,-15.720589447021482,True
Capão do Cipó,RS,Sul,0.6432935,80.0,3,64.32935,-15.670646667480469,True
Fronteiras,PI,Nordeste,0.6434043,80.0,9,64.34043,-15.659568786621094,True
Vera Cruz,RN,Nordeste,0.46617168,62.26,10,46.61717,-15.642831573486326,True
Formosa da Serra Negra,MA,Nordeste,0.6438959,80.0,16,64.389595,-15.610404968261719,True
Monte Alegre,RN,Nordeste,0.47024685,62.63,23,47.024685,-15.605315093994143,True
Tuparendi,RS,Sul,0.6444762,80.0,10,64.44762,-15.552383422851562,True
Senador Alexandre Costa,MA,Nordeste,0.6451143,80.0,10,64.51143,-15.488571166992188,True
São Bento do Norte,RN,Nordeste,0.4599197,61.45000000000001,5,45.99197,-15.45802993774415,True
Miguel Calmon,BA,Nordeste,0.3763418,53.06,20,37.63418,-15.425821838378909,True
Coivaras,PI,Nordeste,0.6300854,78.41,8,63.00854,-15.401458892822262,True
Domingos Mourão,PI,Nordeste,0.6463153,80.0,5,64.63153,-15.36846923828125,True
Passagem Franca,MA,Nordeste,0.61886907,77.24,17,61.886906,-15.35309432983398,True
Itaú,RN,Nordeste,0.4207759,57.42,5,42.07759,-15.34240905761719,True
Nova Hartz,RS,Sul,0.5800778,73.32,21,58.007782,-15.312218017578118,True
Planaltino,BA,Nordeste,0.4282832,58.12,3,42.828323,-15.291676635742185,True
Candelária,RS,Sul,0.60790926,76.07,23,60.790928,-15.279072113037103,True
Redenção do Gurguéia,PI,Nordeste,0.6473387,80.0,4,64.73387,-15.266128540039062,True
Patos do Piauí,PI,Nordeste,0.64737254,80.0,4,64.73725,-15.262748718261719,True
Abreulândia,TO,Norte,0.4978069,65.03,4,49.78069,-15.249310760498048,True
Rolante,RS,Sul,0.647677,80.0,26,64.7677,-15.2322998046875,True
Coronel Pacheco,MG,Sudeste,0.6480398,80.0,4,64.803986,-15.196014404296875,True
Chupinguaia,RO,Norte,0.6484446,80.0,16,64.84446,-15.155540466308594,True
Itatim,BA,Nordeste,0.41156006,56.29,27,41.156006,-15.133994140625,True
São Sebastião do Umbuzeiro,PB,Nordeste,0.64867914,80.0,5,64.86791,-15.132087707519531,True
Tavares,PB,Nordeste,0.60894674,75.99,17,60.894672,-15.095327606201167,True
Miraguaí,RS,Sul,0.64064246,79.13,7,64.06425,-15.06575286865234,True
Cordeiros,BA,Nordeste,0.55978066,71.03,6,55.978065,-15.051934509277345,True
Lagoa de Dentro,PB,Nordeste,0.5455824,69.61,5,54.558243,-15.051757202148437,True
Hugo Napoleão,PI,Nordeste,0.6497005,80.0,5,64.970055,-15.029945373535156,True
Salvador do Sul,RS,Sul,0.64999694,80.0,7,64.999695,-15.00030517578125,True
Catu,BA,Nordeste,0.34323576,49.32,28,34.323578,-14.996422119140625,True
Santo Antônio da Platina,PR,Sul,0.48660016,63.63999999999999,46,48.660015,-14.979984893798822,True
Rio Pardo,RS,Sul,0.5945061,74.39,37,59.450607,-14.939392700195313,True
Riacho de Santana,RN,Nordeste,0.37914237,52.8,6,37.914238,-14.885762023925778,True
Veranópolis,RS,Sul,0.62693137,77.57,23,62.69314,-14.8768618774414,True
Amparo,PB,Nordeste,0.6518984,80.0,2,65.189835,-14.810165405273438,True
Monte Horebe,PB,Nordeste,0.6519955,80.0,6,65.19955,-14.800453186035156,True
Jacobina do Piauí,PI,Nordeste,0.6523513,80.0,9,65.23513,-14.764869689941406,True
Salinas da Margarida,BA,Nordeste,0.3831925,53.07,21,38.319252,-14.750747985839844,True
Riozinho,RS,Sul,0.618973,76.61,4,61.8973,-14.712699279785156,True
Lambari D'Oeste,MT,Centro-Oeste,0.6529194,80.0,6,65.29194,-14.708061218261719,True
Wagner,BA,Nordeste,0.43146402,57.82,8,43.1464,-14.673599548339844,True
São Luís Gonzaga do Maranhão,MA,Nordeste,0.6093812,75.6,12,60.938118,-14.661882019042963,True
Barão de Cotegipe,RS,Sul,0.65341026,80.0,8,65.34103,-14.658973693847656,True
Estação,RS,Sul,0.5986473,74.46,6,59.86473,-14.595269165039056,True
Cunha Porã,SC,Sul,0.65416807,80.0,12,65.41681,-14.58319091796875,True
Teixeira,PB,Nordeste,0.5938326,73.96,17,59.383263,-14.57673736572265,True
Goianorte,TO,Norte,0.4336987,57.94,9,43.369873,-14.570126953124998,True
Seabra,BA,Nordeste,0.3923026,53.8,34,39.23026,-14.569741058349607,True
Itacajá,TO,Norte,0.49165484,63.69,7,49.165485,-14.52451461791992,True
Coribe,BA,Nordeste,0.3813897,52.66,22,38.13897,-14.521030578613278,True
Catuípe,RS,Sul,0.65486395,80.0,7,65.4864,-14.513603210449219,True
Santa Maria,RS,Sul,0.5322596,67.72,194,53.22596,-14.494040222167968,True
Primavera,PE,Nordeste,0.63483363,77.9,8,63.483364,-14.416635894775396,True
Vera Mendes,PI,Nordeste,0.65603745,80.0,3,65.603745,-14.396255493164062,True
São José dos Quatro Marcos,MT,Centro-Oeste,0.6561952,80.0,16,65.61952,-14.380477905273438,True
Iuiú,BA,Nordeste,0.39768964,54.11,7,39.768963,-14.341037139892578,True
Sambaíba,MA,Nordeste,0.65661216,80.0,6,65.66122,-14.338783264160156,True
Arroio do Tigre,RS,Sul,0.6569003,80.0,13,65.690025,-14.309974670410156,True
Protásio Alves,RS,Sul,0.656954,79.98,3,65.6954,-14.28460357666016,True
Capitão,RS,Sul,0.6571949,80.0,3,65.71949,-14.280509948730469,True
Sapiranga,RS,Sul,0.5962416,73.9,83,59.62416,-14.275839233398443,True
Nova Ibiá,BA,Nordeste,0.40964535,55.22,6,40.964535,-14.255465240478514,True
Conceição do Rio Verde,MG,Sudeste,0.6574845,80.0,11,65.74844,-14.251556396484375,True
Bom Retiro do Sul,RS,Sul,0.6422618,78.46,11,64.22618,-14.233818969726556,True
Anori,AM,Norte,0.6238646,76.6,26,62.38646,-14.213540649414057,True
Marcação,PB,Nordeste,0.5648938,70.7,11,56.48938,-14.210620117187503,True
Malhada dos Bois,SE,Nordeste,0.32083237,46.27,4,32.083237,-14.186763305664066,True
Turuçu,RS,Sul,0.6582858,80.0,3,65.82858,-14.171417236328125,True
Luís Domingues,MA,Nordeste,0.63249606,77.39,12,63.249607,-14.14039291381836,True
Areial,PB,Nordeste,0.65902305,80.0,4,65.902306,-14.097694396972656,True
Assunção do Piauí,PI,Nordeste,0.6591406,80.0,8,65.91406,-14.0859375,True
Teixeira de Freitas,BA,Nordeste,0.42414293,56.5,140,42.41429,-14.085708618164062,True
Maravilha,SC,Sul,0.65920335,80.0,28,65.920334,-14.079666137695312,True
Boa Vista do Buricá,RS,Sul,0.6593546,80.0,7,65.93546,-14.064537048339844,True
Palmas de Monte Alto,BA,Nordeste,0.37029484,51.09,14,37.029484,-14.060516204833988,True
Doutor Severiano,RN,Nordeste,0.44167915,58.21,3,44.167915,-14.04208465576172,True
Viadutos,RS,Sul,0.6595846,80.0,7,65.95846,-14.041542053222656,True
Guanambi,BA,Nordeste,0.3972184,53.73,81,39.72184,-14.00816009521484,True
Mucugê,BA,Nordeste,0.33748016,47.73,15,33.748016,-13.981983642578122,True
Ubatuba,SP,Sudeste,0.3344968,47.43,52,33.44968,-13.980319671630859,True
Rio Crespo,RO,Norte,0.6606079,80.0,6,66.06079,-13.939208984375,True
Cerro Azul,PR,Sul,0.45041388,58.95,13,45.04139,-13.908610534667972,True
Pedra Mole,SE,Nordeste,0.39005923,52.91,4,39.005924,-13.904075775146481,True
Ibicuí,BA,Nordeste,0.48548937,62.42999999999999,11,48.548935,-13.881065063476555,True
Dom Basílio,BA,Nordeste,0.3966581,53.52,7,39.66581,-13.854190368652347,True
Toropi,RS,Sul,0.6615789,80.0,4,66.15789,-13.842109680175781,True
