nome_municipio,sigla_uf,nome_regiao,taxa_prevista,meta,total_alunos,taxa_prevista_pct,gap_meta,em_risco
Prado,BA,Nordeste,0.37235212,41.65,47,37.235214,-4.414785766601561,True
Xaxim,SC,Sul,0.643856,68.78,37,64.3856,-4.394402770996095,True
Gurupi,TO,Norte,0.4578907,50.17,70,45.78907,-4.3809298706054705,True
Caruaru,PE,Nordeste,0.54729944,59.10999999999999,300,54.729946,-4.380053863525383,True
Santa Isabel do Pará,PA,Norte,0.42600772,46.98,68,42.600773,-4.379227142333981,True
Curitiba,PR,Sul,0.6756212,71.93,1319,67.56212,-4.367881469726569,True
Sombrio,SC,Sul,0.6304207,67.39,41,63.04207,-4.347931518554688,True
Tomé-Açu,PA,Norte,0.48888025,53.23,117,48.888023,-4.341976623535153,True
Jacarezinho,PR,Sul,0.54911494,59.25,33,54.911495,-4.338504791259766,True
Naviraí,MS,Centro-Oeste,0.59224176,63.53,88,59.224174,-4.305825500488282,True
Santa Isabel,SP,Sudeste,0.69161737,73.45,30,69.161736,-4.288264465332034,True
Pesqueira,PE,Nordeste,0.58744115,63.02,59,58.744114,-4.2758860778808625,True
Goiana,PE,Nordeste,0.5332303,57.59,71,53.32303,-4.266971435546878,True
Juruti,PA,Norte,0.49959442,54.21000000000001,82,49.959442,-4.250557861328133,True
Caçador,SC,Sul,0.67237157,71.48,95,67.23716,-4.242840270996098,True
Orleans,SC,Sul,0.6390159,68.14,33,63.901592,-4.238407745361329,True
São João de Meriti,RJ,Sudeste,0.398924,44.12,247,39.8924,-4.227601165771482,True
Juazeiro do Norte,CE,Nordeste,0.59555554,63.78,236,59.555553,-4.224446563720704,True
Esplanada,BA,Nordeste,0.22730081,26.95,40,22.730082,-4.21991844177246,True
Volta Redonda,RJ,Sudeste,0.5921848,63.410000000000004,238,59.21848,-4.191520843505863,True
Pontal do Paraná,PR,Sul,0.68392086,72.58,41,68.39209,-4.187910156249998,True
Jaboatão dos Guararapes,PE,Nordeste,0.5687214,61.03,462,56.872143,-4.157857208251954,True
Valença,RJ,Sudeste,0.5780271,61.949999999999996,72,57.80271,-4.1472885131835895,True
Jaraguá,GO,Centro-Oeste,0.7586313,80.0,39,75.86313,-4.136871337890625,True
Barra Mansa,RJ,Sudeste,0.5860477,62.63999999999999,144,58.60477,-4.035229339599603,True
Bom Jesus das Selvas,MA,Nordeste,0.62270033,66.3,40,62.270035,-4.029965209960935,True
Fátima do Sul,MS,Centro-Oeste,0.599556,63.970000000000006,37,59.955605,-4.01439544677735,True
Erechim,RS,Sul,0.6035582,64.31,98,60.35582,-3.9541802978515648,True
Nova Santa Rita,RS,Sul,0.57100827,61.05,48,57.100826,-3.949173736572263,True
Araripina,PE,Nordeste,0.56799537,60.73,101,56.799538,-3.9304623413085906,True
Arapongas,PR,Sul,0.7268423,76.59,129,72.68423,-3.9057730102539097,True
Monção,MA,Nordeste,0.5271112,56.61,33,52.711117,-3.898883209228515,True
Medianeira,PR,Sul,0.75447834,79.33,64,75.44783,-3.882169799804686,True
Manaus,AM,Norte,0.5293125,56.8,2272,52.931248,-3.8687522888183565,True
Cambé,PR,Sul,0.7539462,79.24,122,75.394615,-3.845384826660151,True
São Pedro da Aldeia,RJ,Sudeste,0.5634722,60.17,103,56.34722,-3.822778625488283,True
São Sebastião da Boa Vista,PA,Norte,0.49516678,53.3,44,49.516678,-3.7833221435546847,True
Santa Maria da Vitória,BA,Nordeste,0.35562757,39.29,43,35.562756,-3.7272444152832023,True
Areia,PB,Nordeste,0.7629378,80.0,33,76.29378,-3.7062225341796875,True
Jataí,GO,Centro-Oeste,0.6294098,66.63,109,62.94098,-3.6890209960937455,True
Braço do Norte,SC,Sul,0.6015742,63.84,52,60.157417,-3.682582702636722,True
Brasília de Minas,MG,Sudeste,0.721529,75.81,30,72.1529,-3.657099304199221,True
Bandeirantes,PR,Sul,0.72503656,76.11,43,72.503654,-3.6063455200195307,True
Barcarena,PA,Norte,0.48388785,51.99,143,48.388786,-3.6012136840820332,True
Belo Jardim,PE,Nordeste,0.51070404,54.67,61,51.070404,-3.5995959472656267,True
Santo Estêvão,BA,Nordeste,0.36027807,39.59,51,36.027805,-3.562194671630863,True
Penalva,MA,Nordeste,0.5596942,59.53,37,55.969418,-3.5605824279785168,True
Francisco Beltrão,PR,Sul,0.76204175,79.72,101,76.20418,-3.5158221435546864,True
Canoas,RS,Sul,0.54090863,57.6,282,54.090862,-3.5091377258300795,True
Paulo Afonso,BA,Nordeste,0.2852042,32.01,97,28.52042,-3.4895799255371074,True
Nova Andradina,MS,Centro-Oeste,0.584853,61.97,56,58.4853,-3.4847018432617176,True
Trindade,PE,Nordeste,0.59577256,63.05,42,59.577255,-3.4727447509765597,True
Campo Mourão,PR,Sul,0.7449722,77.95,108,74.49722,-3.452777099609378,True
Ponta Grossa,PR,Sul,0.72983766,76.43,283,72.983765,-3.446235351562507,True
Cornélio Procópio,PR,Sul,0.7381738,77.26,45,73.817375,-3.4426248168945364,True
Assis Chateaubriand,PR,Sul,0.7655965,80.0,34,76.559654,-3.4403457641601562,True
Paranaguá,PR,Sul,0.6144971,64.89,120,61.44971,-3.440289154052735,True
Pimenta Bueno,RO,Norte,0.67964464,71.37,44,67.96446,-3.405537719726567,True
São Bernardo do Campo,SP,Sudeste,0.5622726,59.62,323,56.22726,-3.392739410400388,True
Irati,PR,Sul,0.766311,80.0,67,76.631096,-3.3689041137695312,True
Sirinhaém,PE,Nordeste,0.6019664,63.56,46,60.19664,-3.3633599853515648,True
Viana,MA,Nordeste,0.5852491,61.88,48,58.524914,-3.3550862121582057,True
Alagoinhas,BA,Nordeste,0.37091428,40.44,99,37.091427,-3.3485731506347634,True
Santo Antônio do Tauá,PA,Norte,0.29604056,32.94,33,29.604057,-3.335942687988279,True
Barueri,SP,Sudeste,0.6229978,65.63,250,62.29978,-3.330218200683589,True
Iranduba,AM,Norte,0.4755001,50.85,96,47.55001,-3.2999893188476577,True
Estreito,MA,Nordeste,0.5575678,59.05,56,55.75678,-3.2932212829589815,True
Itabuna,BA,Nordeste,0.35355544,38.61,115,35.355545,-3.254454956054687,True
Alvorada,RS,Sul,0.48747796,52.0,221,48.747795,-3.2522048950195312,True
Santo Antônio do Monte,MG,Sudeste,0.7675396,80.0,32,76.75396,-3.2460403442382812,True
Mafra,SC,Sul,0.70836335,74.07,66,70.836334,-3.233665771484368,True
Tijucas do Sul,PR,Sul,0.75744146,78.94,34,75.74415,-3.1958517456054665,True
Lagarto,SE,Nordeste,0.3911825,42.31000000000001,69,39.11825,-3.1917481994629,True
São Sebastião,AL,Nordeste,0.40104178,43.27,32,40.10418,-3.1658206176757844,True
Portel,PA,Norte,0.4636436,49.51,74,46.36436,-3.145639190673826,True
Santos,SP,Sudeste,0.56782323,59.92,111,56.782322,-3.137678070068361,True
União da Vitória,PR,Sul,0.7263443,75.71,49,72.63443,-3.0755700683593687,True
Duque de Caxias,RJ,Sudeste,0.49425545,52.5,700,49.425545,-3.0744552612304688,True
Macaíba,RN,Nordeste,0.33224046,36.28,38,33.224045,-3.0559552001953136,True
Moreno,PE,Nordeste,0.54737544,57.79,43,54.737545,-3.0524549865722648,True
Ipixuna do Pará,PA,Norte,0.43012804,46.0,31,43.012802,-2.9871978759765625,True
Cristalina,GO,Centro-Oeste,0.6688899,69.87,97,66.888985,-2.9810153198242233,True
Itu,SP,Sudeste,0.6472071,67.66,79,64.72071,-2.9392892456054653,True
Fraiburgo,SC,Sul,0.65808177,68.73,41,65.808174,-2.9218258666992227,True
Araxá,MG,Sudeste,0.6767192,70.59,121,67.67192,-2.918079223632816,True
Cabedelo,PB,Nordeste,0.5110402,54.02,58,51.10402,-2.9159808349609406,True
Mandaguari,PR,Sul,0.771249,80.0,43,77.1249,-2.8750991821289062,True
Londrina,PR,Sul,0.71976435,74.82,470,71.97643,-2.8435671997070244,True
Apucarana,PR,Sul,0.7718204,80.0,122,77.182045,-2.8179550170898438,True
Bom Conselho,PE,Nordeste,0.6047568,63.29,39,60.475677,-2.814322509765624,True
Joinville,SC,Sul,0.6544008,68.23,565,65.44008,-2.7899212646484415,True
Concórdia,SC,Sul,0.7415504,76.94,94,74.15504,-2.7849630737304665,True
Tucano,BA,Nordeste,0.3334369,36.12,41,33.34369,-2.7763110351562474,True
Chapadinha,MA,Nordeste,0.49689373,52.46,69,49.689373,-2.770626983642579,True
Escada,PE,Nordeste,0.5597602,58.74,46,55.97602,-2.7639791870117207,True
Sento Sé,BA,Nordeste,0.30879122,33.62,45,30.879122,-2.7408782196044896,True
Oiapoque,AP,Norte,0.3057167,33.3,40,30.571669,-2.7283313751220675,True
Jundiaí,SP,Sudeste,0.6821285,70.94,153,68.21285,-2.727147521972654,True
Barras,PI,Nordeste,0.5699807,59.72,63,56.99807,-2.721930236816405,True
Camaquã,RS,Sul,0.5943845,62.16,60,59.43845,-2.721550140380856,True
Camaçari,BA,Nordeste,0.3771366,40.43,285,37.713657,-2.716342620849609,True
Fazenda Rio Grande,PR,Sul,0.6794256,70.65,207,67.94256,-2.707441711425787,True
Casimiro de Abreu,RJ,Sudeste,0.56391317,59.09,51,56.391315,-2.6986845397949253,True
Cruz Alta,RS,Sul,0.584825,61.17,65,58.4825,-2.687501831054689,True
Santa Helena,PR,Sul,0.76649237,79.32,33,76.64924,-2.670761413574212,True
Goianésia,GO,Centro-Oeste,0.77158874,79.82,91,77.158875,-2.661125488281243,True
Petrópolis,RJ,Sudeste,0.6274654,65.4,254,62.746544,-2.653456115722662,True
Mineiros,GO,Centro-Oeste,0.7735352,80.0,94,77.353516,-2.646484375,True
Vilhena,RO,Norte,0.6533501,67.96,130,65.335014,-2.624985656738275,True
Niterói,RJ,Sudeste,0.53947777,56.56,276,53.947777,-2.6122232055664085,True
Barra do Garças,MT,Centro-Oeste,0.6166905,64.28,70,61.669052,-2.6109478759765636,True
Pilão Arcado,BA,Nordeste,0.2855524,31.119999999999997,33,28.55524,-2.564759368896482,True
Porto Real,RJ,Sudeste,0.61405575,63.97,30,61.405575,-2.5644252014160145,True
São Bento do Una,PE,Nordeste,0.57344896,59.89,60,57.344894,-2.545105590820313,True
Barra,BA,Nordeste,0.3150222,34.04,45,31.50222,-2.5377798461914054,True
Balsas,MA,Nordeste,0.43607646,46.11999999999999,107,43.607647,-2.5123530578613185,True
Alexânia,GO,Centro-Oeste,0.7433122,76.84,43,74.331215,-2.508785095214847,True
Floriano,PI,Nordeste,0.5173773,54.220000000000006,55,51.737732,-2.482268066406256,True
Atibaia,SP,Sudeste,0.69578546,72.05,80,69.578545,-2.4714553833007784,True
São Miguel dos Campos,AL,Nordeste,0.52530414,55.0,51,52.530415,-2.469585418701172,True
Sertânia,PE,Nordeste,0.6016618,62.599999999999994,34,60.16618,-2.4338203430175724,True
São Ludgero,SC,Sul,0.6575057,68.15,30,65.75057,-2.399427795410162,True
Garanhuns,PE,Nordeste,0.5448707,56.86,140,54.48707,-2.372931823730468,True
Cametá,PA,Norte,0.44261765,46.63,133,44.261765,-2.368235473632815,True
Forquilhinha,SC,Sul,0.5987475,62.239999999999995,36,59.87475,-2.365251770019526,True
Guarapari,ES,Sudeste,0.7074023,73.1,176,70.74023,-2.3597732543945256,True
Botucatu,SP,Sudeste,0.6020668,62.56,61,60.20668,-2.3533197021484398,True
Santa Rita,PB,Nordeste,0.4468986,47.0,111,44.68986,-2.310138702392578,True
Limoeiro de Anadia,AL,Nordeste,0.47004217,49.3,34,47.004215,-2.2957847595214815,True
Campo Largo,PR,Sul,0.72081214,74.37,162,72.081215,-2.2887850952148483,True
Ponta Porã,MS,Centro-Oeste,0.5920976,61.45,185,59.20976,-2.240241241455081,True
Campo Verde,MT,Centro-Oeste,0.57934815,60.16,65,57.934814,-2.2251855468749966,True
Cansanção,BA,Nordeste,0.3457523,36.8,32,34.57523,-2.2247703552246065,True
Paranavaí,PR,Sul,0.7778117,80.0,98,77.78117,-2.2188262939453125,True
Vila Velha,ES,Sudeste,0.67781824,70.0,431,67.78182,-2.2181777954101562,True
Humaitá,AM,Norte,0.52940434,55.15,74,52.940434,-2.209566497802733,True
Indaiatuba,SP,Sudeste,0.5987073,62.07,143,59.87073,-2.1992686462402347,True
Carnaíba,PE,Nordeste,0.7783584,80.0,31,77.83584,-2.1641616821289062,True
Buíque,PE,Nordeste,0.549359,57.08,45,54.9359,-2.144098358154295,True
Luziânia,GO,Centro-Oeste,0.64516175,66.66,293,64.516174,-2.1438256835937466,True
Ilha de Itamaracá,PE,Nordeste,0.5547423,57.61,30,55.474228,-2.135772094726562,True
Taboão da Serra,SP,Sudeste,0.49028808,51.16,123,49.02881,-2.1311914062499966,True
Alto Alegre do Pindaré,MA,Nordeste,0.40595347,42.71,41,40.59535,-2.114651641845704,True
Belford Roxo,RJ,Sudeste,0.39414623,41.51,360,39.414623,-2.095376739501951,True
Nova Iguaçu,RJ,Sudeste,0.3804269,40.13,619,38.04269,-2.087309722900393,True
Itiúba,BA,Nordeste,0.3288661,34.97,30,32.88661,-2.083391876220702,True
Ipirá,BA,Nordeste,0.3499171,37.07,41,34.99171,-2.0782893371582034,True
Imbituva,PR,Sul,0.7792467,80.0,40,77.92467,-2.0753326416015625,True
Petrolândia,PE,Nordeste,0.54459023,56.52,44,54.459023,-2.060977478027347,True
Criciúma,SC,Sul,0.60481876,62.54,206,60.481876,-2.0581236267089835,True
Abaetetuba,PA,Norte,0.43973038,46.03,132,43.973038,-2.0569622802734386,True
Paulista,PE,Nordeste,0.53924555,55.98,200,53.924553,-2.055447082519528,True
Mariana,MG,Sudeste,0.5611567,58.11999999999999,68,56.11567,-2.004330749511709,True
Acará,PA,Norte,0.4339924,45.4,58,43.39924,-2.0007614135742173,True
Goianésia do Pará,PA,Norte,0.4955958,51.56,32,49.55958,-2.0004182434082054,True
Maracaju,MS,Centro-Oeste,0.448208,46.82,78,44.8208,-1.9991992187500003,True
Capitão Poço,PA,Norte,0.5377799,55.769999999999996,61,53.777992,-1.9920077514648398,True
Marechal Deodoro,AL,Nordeste,0.448211,46.8,83,44.821102,-1.9788978576660128,True
Porto Feliz,SP,Sudeste,0.72677016,74.61,31,72.67702,-1.932982788085937,True
Iúna,ES,Sudeste,0.71272767,73.2,34,71.272766,-1.9272338867187528,True
Balsa Nova,PR,Sul,0.7455722,76.46,33,74.55722,-1.9027795410156187,True
Itacoatiara,AM,Norte,0.49920458,51.779999999999994,124,49.920456,-1.8595440673828065,True
Bonito,PE,Nordeste,0.5872378,60.58,45,58.723778,-1.8562222290039045,True
Toledo,PR,Sul,0.77787036,79.64,149,77.78703,-1.852966918945313,True
Limeira,SP,Sudeste,0.6345221,65.28,123,63.45221,-1.8277905273437511,True
Querência,MT,Centro-Oeste,0.59763044,61.52,40,59.763042,-1.7569575500488313,True
Vicência,PE,Nordeste,0.5943406,61.18999999999999,36,59.434063,-1.7559370422363187,True
Campos dos Goytacazes,RJ,Sudeste,0.43354207,45.1,453,43.354206,-1.7457939147949233,True
Rio Largo,AL,Nordeste,0.41737288,43.48,134,41.73729,-1.7427105712890594,True
Sapezal,MT,Centro-Oeste,0.697342,71.39,34,69.7342,-1.6558004760742193,True
Itapecuru Mirim,MA,Nordeste,0.5610696,57.76,80,56.10696,-1.6530397033691386,True
Presidente Dutra,MA,Nordeste,0.5730206,58.95,39,57.30206,-1.6479408264160185,True
Ariquemes,RO,Norte,0.6358131,65.22,109,63.58131,-1.638689727783202,True
Alenquer,PA,Norte,0.41414368,43.05,77,41.414368,-1.6356323242187472,True
Brumadinho,MG,Sudeste,0.7018478,71.82,43,70.18478,-1.6352236938476494,True
Formiga,MG,Sudeste,0.6746038,69.05,39,67.46038,-1.5896194458007784,True
Foz do Iguaçu,PR,Sul,0.7254226,74.1,332,72.54226,-1.5577407836914006,True
Bonito,MS,Centro-Oeste,0.56238395,57.779999999999994,36,56.238396,-1.5416043090820253,True
Teresina,PI,Nordeste,0.51896334,53.40999999999999,783,51.89633,-1.5136682128906145,True
Osasco,SP,Sudeste,0.49962485,51.470000000000006,326,49.962486,-1.5075137329101622,True
Itararé,SP,Sudeste,0.58406234,59.9,30,58.406235,-1.493765258789061,True
Rosário,MA,Nordeste,0.590444,60.53,51,59.044403,-1.4855969238281261,True
Curralinho,PA,Norte,0.30804536,32.28,45,30.804535,-1.4754650878906261,True
Nísia Floresta,RN,Nordeste,0.3767883,39.14,33,37.67883,-1.4611708068847662,True
Pirenópolis,GO,Centro-Oeste,0.7255081,74.01,35,72.55081,-1.4591882324218801,True
Jaguariaíva,PR,Sul,0.7855689,80.0,33,78.55689,-1.4431076049804688,True
Marechal Cândido Rondon,PR,Sul,0.7457311,76.01,65,74.57311,-1.4368875122070364,True
Cianorte,PR,Sul,0.7820352,79.62,85,78.203514,-1.4164859008789108,True
Posse,GO,Centro-Oeste,0.7533597,76.74,35,75.33597,-1.4040319824218699,True
Macapá,AP,Norte,0.47846118,49.2,613,47.84612,-1.3538810729980497,True
Conde,PB,Nordeste,0.6393624,65.28,31,63.93624,-1.3437588500976574,True
Formosa,GO,Centro-Oeste,0.6470586,66.03,126,64.705864,-1.3241360473632824,True
Matinhos,PR,Sul,0.70587987,71.91,54,70.58799,-1.3220101928710903,True
Araruama,RJ,Sudeste,0.54366106,55.66,136,54.366104,-1.293895874023434,True
Itatiba,SP,Sudeste,0.6624136,67.53,45,66.24136,-1.2886364746093761,True
Aracruz,ES,Sudeste,0.7107916,72.36,142,71.07916,-1.2808374023437494,True
Jaciara,MT,Centro-Oeste,0.5956488,60.83,31,59.564884,-1.2651158142089827,True
Barretos,SP,Sudeste,0.6178098,63.04,55,61.780975,-1.2590246582031241,True
Caarapó,MS,Centro-Oeste,0.561587,57.41,46,56.1587,-1.2513009643554653,True
João Pessoa,PB,Nordeste,0.5088149,52.13,545,50.88149,-1.2485111999511744,True
Tanguá,RJ,Sudeste,0.5824359,59.49,44,58.24359,-1.246408691406252,True
Hortolândia,SP,Sudeste,0.6040461,61.65,128,60.40461,-1.2453903198242173,True
São Geraldo do Araguaia,PA,Norte,0.5069597,51.94,36,50.69597,-1.2440313720703102,True
Maceió,AL,Nordeste,0.4433962,45.58,661,44.339622,-1.2403775024414045,True
Tabatinga,AM,Norte,0.4638294,47.62,128,46.38294,-1.2370616149902318,True
Nova Mamoré,RO,Norte,0.6457554,65.81,36,64.57554,-1.234461364746096,True
São João da Barra,RJ,Sudeste,0.55517083,56.72999999999999,48,55.517082,-1.212917785644521,True
Surubim,PE,Nordeste,0.5828012,59.49,30,58.28012,-1.209879150390627,True
Curaçá,BA,Nordeste,0.3556723,36.77,36,35.56723,-1.2027697753906281,True
São Gonçalo,RJ,Sudeste,0.5003388,51.23,450,50.03388,-1.1961216735839812,True
Aparecida do Taboado,MS,Centro-Oeste,0.5496392,56.16,42,54.96392,-1.1960794067382778,True
Marialva,PR,Sul,0.7311709,74.29,50,73.11709,-1.1729116821289125,True
Colatina,ES,Sudeste,0.7354805,74.72,109,73.54805,-1.1719500732421864,True
Mesquita,RJ,Sudeste,0.43166527,44.32,140,43.166527,-1.1534732055664065,True
Ipojuca,PE,Nordeste,0.6908704,70.24,143,69.08704,-1.1529562377929636,True
Arapoti,PR,Sul,0.74982995,76.12,39,74.982994,-1.1370059204101608,True
Óbidos,PA,Norte,0.5285921,53.94,39,52.85921,-1.0807890319824196,True
Piranhas,AL,Nordeste,0.30881003,31.96,32,30.881002,-1.07899757385254,True
Três Lagoas,MS,Centro-Oeste,0.7040562,71.48,176,70.40562,-1.0743832397460977,True
Lagoa da Prata,MG,Sudeste,0.72672945,73.73,32,72.67294,-1.057056884765629,True
Tangará da Serra,MT,Centro-Oeste,0.52853525,53.83,136,52.853523,-0.976476745605467,True
Sorriso,MT,Centro-Oeste,0.78243566,79.21,181,78.24357,-0.9664315795898375,True
Casa Nova,BA,Nordeste,0.18477124,19.44,59,18.477123,-0.9628767395019544,True
Lauro de Freitas,BA,Nordeste,0.35810333,36.74,132,35.810333,-0.929666748046877,True
Santana do Paraíso,MG,Sudeste,0.70488113,71.41,41,70.48811,-0.9218865966796841,True
Ibiporã,PR,Sul,0.734838,74.39,50,73.4838,-0.9061972045898443,True
Planaltina,GO,Centro-Oeste,0.6697271,67.87,157,66.97271,-0.8972903442382858,True
Colombo,PR,Sul,0.6650582,67.38,280,66.50582,-0.8741787719726517,True
Cachoeirinha,PE,Nordeste,0.59708935,60.559999999999995,30,59.708935,-0.8510652160644483,True
Laranjeiras do Sul,PR,Sul,0.72523683,73.37,52,72.52368,-0.8463183593750045,True
Santa Cruz do Capibaribe,PE,Nordeste,0.56478447,57.31,66,56.478447,-0.8315530395507835,True
Caçapava do Sul,RS,Sul,0.5812061,58.95,34,58.12061,-0.8293907165527372,True
Bela Vista,MS,Centro-Oeste,0.48777494,49.58,37,48.777493,-0.8025074768066389,True
Paracatu,MG,Sudeste,0.6723559,68.02,102,67.23559,-0.7844119262695273,True
